ID do Cliente,Churn,Gênero,Idoso,Parceiro,Dependentes,Tempo de Assinatura(M),Serviço Telefônico,Múltiplas Linhas,Serviço de Internet,Segurança Online,Backup Online,Proteção de Dispositivo,Suporte Técnico,Streaming de TV,Streaming de Filmes,Contrato,Fatura Online,Método de Pagamento,Cobrança Mensal,Cobrança Total
0784-GTUUK,Não,Homem,Não,Sim,Não,62,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Sim,Cartão de crédito (automático),23.75,1446.8
0784-ZQJZX,Não,Homem,Não,Não,Sim,72,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cartão de crédito (automático),19.9,1529.65
0786-IVLAW,Não,Mulher,Sim,Não,Não,66,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Anual,Não,Transferência bancária (automática),108.1,7238.6
0786-VSSUD,Sim,Homem,Sim,Não,Não,16,Não,Sem seviço de Telefone,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cheque impresso,39.0,679.85
0787-LHDYT,Não,Homem,Não,Não,Não,16,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Sim,Cartão de crédito (automático),20.6,330.25
0788-DXBFY,Não,Homem,Não,Sim,Sim,58,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Sim,Cheque eletrônico,19.55,1108.8
0793-TWELN,Não,Mulher,Não,Não,Não,4,Sim,Sim,Fiber optic,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,80.15,319.85
0794-YVSGE,Não,Homem,Não,Sim,Sim,72,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Transferência bancária (automática),20.3,1401.15
0795-GMVQO,Não,Homem,Não,Sim,Não,67,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Sim,Sim,Anual,Não,Cartão de crédito (automático),109.9,7332.4
0795-LAFGP,Não,Homem,Não,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cheque eletrônico,90.4,6668.05
0795-XCCTE,Não,Homem,Sim,Não,Não,72,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Transferência bancária (automática),25.4,1809.35
0799-DDIHE,Não,Mulher,Não,Sim,Sim,15,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,46.3,639.45
0804-XBFBV,Não,Mulher,Não,Não,Sim,11,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,25.2,321.05
0804-YGEQV,Não,Mulher,Não,Sim,Sim,43,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Sim,Transferência bancária (automática),24.45,993.15
0807-ZABDG,Sim,Mulher,Não,Não,Sim,3,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque impresso,55.1,154.65
0810-BDHAW,Não,Mulher,Não,Sim,Sim,24,Sim,Sim,DSL,Sim,Sim,Não,Não,Sim,Sim,Anual,Não,Cheque eletrônico,78.4,1832.4
0810-DHDBD,Não,Mulher,Não,Não,Não,52,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Não,Anual,Não,Cartão de crédito (automático),74.0,3877.65
0811-GSDTP,Não,Mulher,Não,Não,Sim,13,Não,Sem seviço de Telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,30.15,382.2
0812-WUPTB,Sim,Homem,Sim,Sim,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque impresso,70.85,70.85
0813-TAXXS,Não,Homem,Não,Não,Não,55,Sim,Sim,DSL,Não,Não,Sim,Não,Sim,Sim,Bienal,Sim,Transferência bancária (automática),77.8,4323.35
0815-MFZGM,Não,Mulher,Não,Sim,Não,42,Sim,Não,Fiber optic,Não,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),99.0,4135.0
0816-TSPHQ,Não,Homem,Não,Não,Não,2,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,20.75,44.2
0817-HSUSE,Não,Homem,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,75.5,75.5
0818-OCPZO,Sim,Homem,Sim,Não,Não,27,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,81.45,2122.05
0820-FNRNX,Não,Homem,Não,Sim,Sim,17,Sim,Sim,DSL,Não,Sim,Sim,Sim,Não,Não,Mensal,Sim,Cheque impresso,66.7,1077.05
0822-GAVAP,Sim,Mulher,Não,Não,Não,2,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,34.7,62.25
0822-QGCXA,Não,Mulher,Sim,Sim,Não,27,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Não,Cheque eletrônico,83.85,2310.2
0823-HSCDJ,Sim,Homem,Sim,Não,Não,52,Não,Sem seviço de Telefone,DSL,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,49.15,2550.9
0824-VWDPO,Não,Mulher,Não,Não,Não,45,Sim,Sim,Fiber optic,Sim,Sim,Não,Não,Não,Sim,Anual,Não,Transferência bancária (automática),96.75,4442.75
0825-CPPQH,Não,Mulher,Não,Sim,Não,71,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cartão de crédito (automático),19.1,1372.45
0827-ITJPH,Não,Homem,Não,Não,Não,36,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Sim,Cartão de crédito (automático),18.55,689.0
0829-DDVLK,Não,Mulher,Não,Não,Não,15,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cartão de crédito (automático),20.1,302.45
0829-XXPLX,Não,Mulher,Não,Não,Não,20,Sim,Não,Fiber optic,Sim,Não,Sim,Não,Sim,Não,Mensal,Sim,Transferência bancária (automática),89.4,1871.15
0831-JNISG,Não,Homem,Não,Sim,Sim,71,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,19.8,1396.25
0835-DUUIQ,Não,Mulher,Não,Não,Sim,24,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Transferência bancária (automática),21.05,531.55
0835-JKADZ,Não,Mulher,Não,Não,Não,71,Sim,Sim,Fiber optic,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,111.25,7984.15
0836-SEYLU,Sim,Homem,Não,Sim,Não,9,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Sim,Sim,Não,Mensal,Não,Cheque impresso,40.65,328.95
0839-JTCUD,Não,Mulher,Não,Sim,Sim,66,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),89.9,5958.85
0839-QNXME,Não,Mulher,Não,Não,Não,30,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cartão de crédito (automático),19.4,578.5
0840-DCNZE,Não,Homem,Não,Não,Não,47,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transferência bancária (automática),86.95,4138.9
0840-DFEZH,Não,Mulher,Não,Não,Não,7,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,75.35,564.65
0841-NULXI,Sim,Homem,Não,Não,Não,1,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,35.55,35.55
0842-IWYCP,Não,Mulher,Não,Não,Não,46,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Transferência bancária (automática),44.95,2168.9
0843-WTBXE,Sim,Homem,Não,Não,Não,53,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Não,Mensal,Não,Transferência bancária (automática),85.45,4517.25
0847-HGRML,Não,Homem,Não,Não,Sim,62,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Transferência bancária (automática),20.0,1250.1
0848-SOMKO,Não,Homem,Não,Não,Não,70,Não,Sem seviço de Telefone,DSL,Sim,Não,Sim,Sim,Não,Sim,Bienal,Não,Transferência bancária (automática),48.4,3442.8
0848-ZGQIJ,Não,Mulher,Não,Sim,Não,16,Sim,Não,Fiber optic,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automática),94.65,1461.15
0851-DFJKB,Não,Mulher,Não,Não,Não,15,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Mensal,Não,Cheque eletrônico,58.95,955.15
0853-NWIFK,Não,Mulher,Não,Não,Não,45,Sim,Não,Fiber optic,Sim,Sim,Não,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,100.3,4483.95
0853-TWRVK,Não,Homem,Não,Sim,Não,72,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Não,Transferência bancária (automática),105.6,7581.5
0854-UYHZD,Não,Mulher,Não,Sim,Sim,13,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,19.55,265.3
0856-NAOES,Não,Homem,Não,Não,Não,6,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Mensal,Não,Cheque impresso,60.9,414.1
0859-YGKFW,Não,Homem,Não,Sim,Sim,18,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Transferência bancária (automática),20.05,345.9
0862-PRCBS,Não,Mulher,Não,Sim,Sim,68,Sim,Sim,Fiber optic,Não,Sim,Não,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),103.75,7039.45
0864-FVJNJ,Não,Mulher,Não,Sim,Sim,64,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Não,Cheque eletrônico,113.35,7222.75
0866-QLSIR,Sim,Mulher,Não,Não,Não,34,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Sim,Cheque impresso,64.4,2088.75
0867-LDTTC,Não,Homem,Não,Não,Não,5,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Mensal,Não,Transferência bancária (automática),75.15,392.65
0867-MKZVY,Sim,Mulher,Não,Sim,Não,20,Sim,Sim,Fiber optic,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,82.4,1592.35
0868-VJRDR,Não,Homem,Não,Sim,Não,64,Sim,Não,Fiber optic,Sim,Sim,Não,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),104.05,6605.55
0869-PAPRP,Não,Mulher,Sim,Sim,Não,26,Sim,Não,Fiber optic,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cartão de crédito (automático),85.7,2067.0
0870-VEMYL,Sim,Mulher,Não,Não,Não,5,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Não,Cartão de crédito (automático),53.85,259.8
0871-OPBXW,Não,Mulher,Não,Não,Não,2,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Sim,Cheque impresso,20.05,39.25
0871-URUWO,Sim,Homem,Não,Sim,Não,13,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),102.25,1359.0
0872-CASZJ,Não,Homem,Não,Sim,Não,59,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Sim,Anual,Sim,Cheque impresso,69.1,4096.9
0872-JCPIB,Não,Homem,Não,Não,Não,17,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Sim,Mensal,Não,Transferência bancária (automática),65.75,1111.2
0872-NXJYS,Sim,Mulher,Não,Não,Não,9,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,79.55,723.4
0875-CABNR,Sim,Mulher,Sim,Não,Não,10,Sim,Não,Fiber optic,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cartão de crédito (automático),84.6,865.55
0876-WDUUZ,Sim,Mulher,Não,Não,Não,5,Sim,Não,Fiber optic,Não,Não,Não,Sim,Não,Sim,Mensal,Sim,Cartão de crédito (automático),85.4,425.9
0877-SDMBN,Sim,Mulher,Não,Não,Não,54,Sim,Sim,Fiber optic,Sim,Não,Sim,Não,Sim,Sim,Anual,Sim,Transferência bancária (automática),103.95,5639.05
0880-FVFWF,Não,Homem,Não,Não,Não,56,Sim,Sim,Fiber optic,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,86.4,4922.4
0880-TKATG,Sim,Homem,Não,Sim,Sim,4,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,101.15,385.9
0883-EIBTI,Sim,Mulher,Não,Não,Não,2,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,19.5,31.55
0885-HMGPY,Não,Homem,Não,Não,Não,62,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Bienal,Não,Transferência bancária (automática),69.4,4237.5
0886-QGENL,Sim,Mulher,Sim,Sim,Não,27,Sim,Não,Fiber optic,Sim,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,101.25,2754.45
0887-HJGAR,Sim,Homem,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque impresso,45.7,45.7
0887-WBJVH,Não,Mulher,Não,Sim,Não,53,Sim,Não,Fiber optic,Não,Não,Não,Sim,Sim,Sim,Anual,Sim,Cheque eletrônico,93.45,4872.2
0895-DQHEW,Sim,Homem,Não,Sim,Não,54,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,104.3,5278.15
0895-LMRSF,Não,Homem,Não,Não,Não,23,Sim,Não,DSL,Não,Não,Não,Não,Sim,Sim,Anual,Sim,Transferência bancária (automática),64.9,1509.8
0895-LNKRC,Não,Homem,Não,Sim,Sim,6,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cheque impresso,19.45,113.5
0895-UADGO,Não,Homem,Não,Não,Sim,8,Não,Sem seviço de Telefone,DSL,Sim,Não,Não,Sim,Não,Sim,Bienal,Sim,Cheque impresso,44.55,343.45
0897-FEGMU,Sim,Mulher,Não,Sim,Não,11,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,99.5,1056.95
0898-XCGTF,Não,Homem,Não,Sim,Não,61,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Anual,Sim,Transferência bancária (automática),96.5,5673.7
0899-LIIBW,Não,Homem,Não,Sim,Não,34,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,100.85,3527.3
0899-WZRSD,Não,Homem,Não,Não,Não,56,Sim,Sim,Fiber optic,Sim,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque impresso,105.35,5794.45
0902-RFHOF,Não,Homem,Não,Não,Não,38,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cheque impresso,20.1,730.1
0902-XKXPN,Não,Homem,Não,Sim,Sim,69,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Transferência bancária (automática),20.2,1376.5
0906-QVPMS,Não,Homem,Não,Sim,Não,72,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automática),115.15,8349.45
0907-HQNTS,Não,Mulher,Sim,Sim,Não,70,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),113.0,7987.6
0909-SDHNU,Não,Mulher,Não,Não,Sim,7,Não,Sem seviço de Telefone,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque impresso,29.8,201.95
0909-SELIE,Não,Homem,Não,Sim,Não,61,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Sim,Transferência bancária (automática),80.8,4860.85
0913-XWSCN,Não,Homem,Não,Sim,Sim,55,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Sim,Mensal,Não,Transferência bancária (automática),85.5,4713.4
0916-KNFAJ,Não,Homem,Não,Sim,Não,61,Sim,Sim,DSL,Sim,Não,Sim,Não,Não,Sim,Bienal,Sim,Cheque impresso,69.9,4226.7
0916-QOFDP,Não,Mulher,Sim,Sim,Sim,14,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,95.8,1346.3
0917-EZOLA,Sim,Homem,Sim,Sim,Não,72,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Bienal,Sim,Transferência bancária (automática),104.15,7689.95
0921-OHLVP,Não,Homem,Não,Não,Não,22,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cheque eletrônico,83.05,1799.3
0923-PNFUB,Sim,Mulher,Não,Não,Não,3,Sim,Não,Fiber optic,Não,Sim,Não,Não,Sim,Não,Mensal,Não,Cheque eletrônico,83.75,247.25
0924-BJCRC,Não,Mulher,Sim,Sim,Não,60,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Não,Sim,Mensal,Não,Cheque eletrônico,89.45,5294.6
0925-VYDLG,Sim,Mulher,Não,Não,Não,3,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,75.25,242.0
0927-CNGRH,Não,Homem,Não,Não,Sim,1,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,19.55,19.55
0927-LCSMG,Sim,Homem,Não,Não,Não,7,Sim,Não,Fiber optic,Não,Não,Sim,Não,Não,Não,Mensal,Não,Cheque impresso,74.65,544.55
0928-JMXNP,Não,Homem,Sim,Sim,Não,4,Não,Sem seviço de Telefone,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,29.9,118.25
0928-XUTSN,Não,Mulher,Não,Não,Não,13,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,80.5,1011.8
0929-HYQEW,Não,Homem,Não,Não,Não,3,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque impresso,50.15,160.85
0929-PECLO,Não,Mulher,Sim,Não,Não,63,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Transferência bancária (automática),89.6,5538.8
0930-EHUZA,Não,Mulher,Não,Não,Não,36,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Anual,Sim,Cheque impresso,76.35,2606.35
0931-MHTEM,Não,Mulher,Não,Não,Não,54,Sim,Não,Fiber optic,Sim,Sim,Não,Não,Sim,Sim,Anual,Sim,Cartão de crédito (automático),100.05,5299.65
0932-YIXYU,Não,Mulher,Não,Não,Não,47,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cartão de crédito (automático),20.25,1029.8
0936-NQLJU,Não,Mulher,Não,Sim,Não,41,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cartão de crédito (automático),20.65,875.55
0939-EREMR,Não,Mulher,Não,Não,Sim,13,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,Não,Cheque impresso,53.45,718.1
0939-YAPAF,Sim,Mulher,Não,Não,Não,35,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,100.25,3527.6
0940-OUQEC,Sim,Homem,Não,Não,Não,10,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),80.7,788.8
0942-KOWSM,Não,Mulher,Não,Sim,Sim,30,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automática),80.8,2369.3
0943-ZQPXH,Não,Homem,Não,Sim,Sim,44,Sim,Não,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automática),92.95,4122.9
0945-TSONX,Não,Mulher,Não,Sim,Sim,47,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),85.3,4107.25
0946-CLJTI,Sim,Homem,Sim,Sim,Não,58,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,98.7,5812.6
0946-FKYTX,Não,Homem,Não,Não,Não,52,Não,Sem seviço de Telefone,DSL,Não,Sim,Não,Não,Não,Não,Anual,Não,Cheque impresso,30.1,1623.4
0947-IDHRQ,Sim,Mulher,Não,Não,Não,7,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque impresso,80.3,526.7
0947-MUGVO,Sim,Homem,Sim,Sim,Não,20,Sim,Não,Fiber optic,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,73.65,1463.5
0952-KMEEH,Sim,Homem,Não,Não,Não,13,Sim,Sim,Fiber optic,Sim,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque impresso,98.15,1230.25
0953-LGOVU,Não,Homem,Não,Sim,Sim,12,Não,Sem seviço de Telefone,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Não,Cheque impresso,35.5,432.25
0956-ACVZC,Não,Mulher,Não,Não,Não,54,Sim,Não,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cartão de crédito (automático),94.1,5060.9
0956-SYCWG,Não,Mulher,Não,Não,Não,13,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cheque eletrônico,19.65,244.8
0958-YHXGP,Não,Mulher,Não,Não,Não,7,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque impresso,69.9,497.3
0959-WHOKV,Não,Homem,Não,Não,Não,42,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Não,Sim,Anual,Sim,Cheque eletrônico,99.0,4298.45
0960-HUWBM,Não,Homem,Não,Sim,Sim,65,Sim,Sim,Fiber optic,Não,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),104.1,6700.05
0961-ZWLVI,Não,Homem,Não,Não,Sim,49,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cartão de crédito (automático),109.2,5290.45
0962-CQPWQ,Não,Mulher,Não,Sim,Sim,62,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Transferência bancária (automática),20.3,1296.15
0963-ZBDRN,Sim,Homem,Não,Não,Não,32,Sim,Não,Fiber optic,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,96.2,3183.4
0967-BMLBD,Não,Mulher,Não,Sim,Sim,11,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Sim,Cheque impresso,20.0,196.35
0968-GSIKN,Sim,Mulher,Não,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque impresso,70.8,70.8
0969-RGKCU,Não,Homem,Não,Sim,Sim,37,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cartão de crédito (automático),19.8,677.05
0970-ETWGE,Sim,Homem,Não,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,89.55,89.55
0970-QXPXW,Não,Mulher,Não,Não,Não,1,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,19.65,19.65
0971-QIFJK,Não,Mulher,Não,Sim,Não,69,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Transferência bancária (automática),24.25,1641.8
0973-KYVNF,Não,Mulher,Não,Sim,Sim,72,Sim,Não,DSL,Sim,Sim,Sim,Não,Sim,Não,Bienal,Sim,Cartão de crédito (automático),70.65,5011.15
0975-UYDTX,Não,Mulher,Não,Sim,Não,26,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Cartão de crédito (automático),90.1,2312.55
0975-VOOVL,Não,Mulher,Não,Não,Não,3,Não,Sem seviço de Telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque impresso,29.2,98.5
0979-MOZQI,Não,Homem,Não,Sim,Não,62,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Sim,Sim,Não,Bienal,Sim,Transferência bancária (automática),39.0,2337.45
